"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","1494","116","55682","12327","64.6","8.1","65572","7179","17.9","5.5","39250","42854","0.0","2.1","-","-222222222","1.0","1.6","-","-222222222","0.0","2.1","-","-222222222","16.5","6.9","26875","9708","0.0","2.1","-","-222222222","27.0","6.2","32692","21725","55.1","6.9","66081","8569","2.3","2.7","8152","9574","48.9","7.8","50709","17326","40.5","7.6","65953","7683","8.3","3.0","36786","7020","835","151","65699","7415","49.1","8.5","60000","57945","50.9","8.5","66599","22362","56.2","14.4","70474","24356","21.4","11.6","25530","9202","22.4","11.0","58688","17327","659","139","37471","8405","56.3","12.8","36853","6504","46.7","14.3","33214","17365","9.6","8.6","116213","31065","43.7","12.8","41167","34928","23.5","12.6","25324","20067","20.2","9.1","81475","1757","19.2","-888888888.0","(X)","-888888888","24.1","-888888888.0","(X)","(X)","13.1","-888888888.0","(X)","(X)",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","1936","119","43304","11448","57.3","8.4","54901","13560","17.9","6.3","16897","19727","0.0","1.7","-","-222222222","3.0","3.0","125429","124972","0.0","1.7","-","-222222222","21.8","5.9","30675","7828","0.0","1.7","-","-222222222","37.1","6.4","37941","8121","41.3","7.9","63482","16226","3.4","2.8","41691","41332","62.0","8.5","48403","16144","33.1","7.7","40658","17400","1.5","1.5","18750","90628","987","178","42102","11928","57.2","10.4","40663","12370","42.8","10.4","61538","22781","67.0","11.3","52139","11855","19.6","8.9","9421","14229","13.5","7.4","40665","46641","949","186","39301","11103","23.5","9.5","29271","25944","21.1","9.2","29375","24056","2.4","3.1","2,500-","-333333333","76.5","9.5","40726","14719","54.4","12.7","38603","30933","22.1","12.7","49028","78184","23.0","-888888888.0","(X)","-888888888","19.6","-888888888.0","(X)","(X)","20.2","-888888888.0","(X)","(X)",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1397","107","45888","10019","60.0","7.9","47500","10677","30.4","8.4","29659","8707","0.0","2.3","-","-222222222","8.7","3.2","60795","14316","0.0","2.3","-","-222222222","0.9","1.5","-","-222222222","0.0","2.3","-","-222222222","15.6","7.6","38750","16341","46.1","7.0","52361","14476","1.9","1.7","9063","65879","33.6","7.8","48631","22170","44.2","6.4","58700","22468","20.3","6.5","29286","15708","802","134","51429","18716","39.0","9.4","58950","23297","61.0","9.4","48523","19358","58.9","10.7","62315","11649","33.8","10.6","14313","7457","7.4","5.9","36938","22399","595","150","41653","12797","65.5","11.1","44286","13320","63.7","10.8","43304","13541","1.8","2.8","-","-222222222","34.5","11.1","32276","27694","31.3","10.4","31667","18830","3.2","3.5","62375","23650","30.1","-888888888.0","(X)","-888888888","33.3","-888888888.0","(X)","(X)","25.7","-888888888.0","(X)","(X)",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2061","74","71307","13658","63.8","7.3","55156","20665","13.5","5.6","91725","101691","0.0","1.6","-","-222222222","20.1","5.3","68173","32996","0.0","1.6","-","-222222222","2.1","1.9","93897","86986","0.5","1.0","53875","25980","5.7","2.0","53081","6416","60.9","7.5","57917","27664","0.9","1.3","-","-222222222","35.3","6.6","57727","18893","40.5","6.3","94423","18582","23.3","5.2","34707","20997","1745","143","72201","24610","58.4","8.0","71821","28836","41.6","8.0","76094","48330","75.1","7.6","83203","17972","15.1","6.4","45909","35223","9.7","7.2","42461","125554","316","126","41042","19386","68.4","18.4","21765","22411","64.6","18.9","21324","19729","3.8","5.9","-","-222222222","31.6","18.4","57188","159959","27.2","17.2","56094","119760","4.4","6.6","-","-222222222","29.5","-888888888.0","(X)","-888888888","26.0","-888888888.0","(X)","(X)","49.1","-888888888.0","(X)","(X)",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1819","119","51694","9060","85.3","5.9","50417","11210","5.0","4.7","53112","31226","0.0","1.8","-","-222222222","5.4","2.2","24250","6657","0.0","1.8","-","-222222222","2.0","3.1","-","-222222222","2.3","3.6","-","-222222222","4.1","3.8","90169","41753","83.2","6.2","47946","11332","0.4","0.8","-","-222222222","22.6","4.8","61494","25755","27.3","4.3","77548","4220","49.7","4.1","24013","11214","1092","154","73103","5091","44.8","7.4","77288","22907","55.2","7.4","68897","21037","81.4","9.1","75920","5274","8.4","6.4","70086","30121","10.2","6.7","24313","64977","727","167","23987","5921","71.3","11.8","21833","8259","71.3","11.8","21833","8259","0.0","4.4","-","-222222222","28.7","11.8","40982","14602","26.1","11.8","42708","24125","2.6","4.3","-","-222222222","26.3","-888888888.0","(X)","-888888888","29.5","-888888888.0","(X)","(X)","21.6","-888888888.0","(X)","(X)",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","1594","159","65682","20226","77.5","7.9","74390","18416","4.6","5.1","14726","191365","0.0","2.0","-","-222222222","12.9","5.4","47455","62470","0.0","2.0","-","-222222222","5.0","4.6","32273","5712","0.0","2.0","-","-222222222","8.9","5.5","38977","13190","73.7","8.1","76154","17562","0.0","2.0","-","-222222222","41.9","7.7","66970","28343","42.2","7.1","78542","16801","15.9","5.8","29569","37851","993","158","89148","26774","55.9","10.1","66250","50648","44.1","10.1","96944","16380","77.9","10.9","95968","29862","16.5","8.9","51944","58745","5.5","5.5","102629","44112","601","171","51780","13091","40.1","15.4","63988","37375","32.9","13.6","56176","17250","7.2","7.7","92443","126179","59.9","15.4","41154","16990","49.6","17.3","36023","27558","10.3","11.0","41987","115653","30.8","-888888888.0","(X)","-888888888","35.8","-888888888.0","(X)","(X)","22.6","-888888888.0","(X)","(X)",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","1625","95","44755","7962","69.9","7.1","51136","17096","10.9","4.6","49856","18996","1.7","2.7","-","-222222222","14.2","4.5","26434","23793","0.0","2.0","-","-222222222","1.3","1.4","25114","6969","2.0","2.0","148250","238392","8.7","4.6","51477","30417","64.2","6.9","43882","18590","3.3","2.8","22366","41350","39.7","6.8","49856","33862","42.0","7.3","51023","13814","15.0","4.4","32750","9373","910","132","59600","9588","56.9","10.0","51000","24719","43.1","10.0","63382","12473","80.5","7.5","59650","9022","13.6","7.0","83000","85200","5.8","5.0","40903","22408","715","143","31942","4769","46.3","11.3","25759","9662","36.8","10.4","25670","11810","9.5","6.9","62778","96814","53.7","11.3","36694","10691","41.0","11.1","31902","8243","12.7","8.0","70750","79952","14.3","-888888888.0","(X)","-888888888","10.1","-888888888.0","(X)","(X)","19.6","-888888888.0","(X)","(X)",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","1932","154","31576","6075","44.4","6.9","29708","16417","14.7","6.4","23750","14604","0.0","1.7","-","-222222222","23.7","6.4","32569","8739","0.0","1.7","-","-222222222","12.7","6.0","43432","6810","4.5","3.1","17176","26828","22.8","7.3","42636","10350","32.1","6.6","40119","23871","7.1","4.9","20341","9583","43.8","8.4","31707","16727","31.2","6.8","42269","9261","17.9","6.6","18194","24408","1208","175","36792","9837","47.0","8.7","30079","8614","53.0","8.7","42931","11218","63.7","9.0","43073","3233","26.5","9.3","26129","12791","9.9","7.0","27028","22103","724","144","21703","6739","41.6","11.9","27386","15897","33.4","11.6","26136","17755","8.1","7.6","31375","124079","58.4","11.9","21034","9799","38.5","15.7","20787","9255","19.9","12.6","24167","41514","34.0","-888888888.0","(X)","-888888888","37.6","-888888888.0","(X)","(X)","28.0","-888888888.0","(X)","(X)",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","1754","170","37260","5259","57.6","8.4","44543","19574","4.5","3.9","7297","25226","1.8","3.0","-","-222222222","15.0","4.3","29303","53650","0.0","1.8","-","-222222222","19.7","6.6","28714","14603","1.3","1.3","19896","279154","21.2","6.6","28750","14212","55.5","8.4","47292","21178","9.2","6.0","27893","22076","42.4","7.8","38917","8603","25.8","6.0","48162","33936","22.6","6.7","36767","11120","1162","163","38200","6953","61.2","11.4","27330","8907","38.8","11.4","65625","26439","76.8","10.2","43000","11634","7.1","5.5","6789","1360","16.1","9.8","29976","13055","592","151","30652","17593","45.8","15.9","17475","38584","43.8","15.9","30859","31641","2.0","3.2","-","-222222222","54.2","15.9","32321","29552","34.0","15.1","28964","41995","20.3","13.2","43397","62417","36.7","-888888888.0","(X)","-888888888","33.6","-888888888.0","(X)","(X)","42.7","-888888888.0","(X)","(X)",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1486","86","48636","13092","48.2","10.1","55128","27112","10.5","7.2","36686","12888","0.0","2.2","-","-222222222","18.9","6.6","54609","22560","2.6","3.6","-","-222222222","16.9","9.1","57645","42512","2.9","4.6","2,500-","-333333333","26.6","10.3","39244","33257","43.9","9.5","56186","22948","10.2","7.2","9333","35771","33.0","9.4","57658","22836","40.2","10.3","54504","33429","16.6","6.5","55268","50828","956","162","57635","9378","49.2","13.5","57857","22645","50.8","13.5","56964","14067","84.1","11.1","58806","15009","14.1","9.9","37188","28052","1.8","3.3","-","**","530","154","31351","2087","55.7","19.2","21164","20949","44.5","18.4","23750","34148","11.1","9.0","9139","58422","44.3","19.2","32331","9421","18.9","12.8","31170","6213","25.5","17.2","45273","68794","46.6","-888888888.0","(X)","-888888888","40.4","-888888888.0","(X)","(X)","57.7","-888888888.0","(X)","(X)",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","644","58","72796","19131","64.9","14.0","65658","33633","0.5","2.3","-","-222222222","0.0","4.9","-","-222222222","18.3","8.6","73616","12143","0.0","4.9","-","-222222222","14.6","11.8","39167","86955","1.7","3.6","-","-222222222","15.1","11.6","39028","82253","64.4","14.4","65855","32577","0.0","4.9","-","-222222222","37.4","12.5","43523","57452","37.4","10.4","74219","23931","25.2","7.5","45714","42366","528","92","72664","25741","46.8","13.5","29648","65915","53.2","13.5","73951","21224","56.1","17.2","75469","16959","36.7","17.2","29844","91777","7.2","10.7","-","**","116","69","30865","21515","52.6","33.7","31202","13537","50.0","32.9","31058","8744","2.6","14.3","-","-222222222","47.4","33.7","12455","101679","47.4","33.7","12455","101679","0.0","24.1","-","-222222222","28.0","-888888888.0","(X)","-888888888","21.0","-888888888.0","(X)","(X)","36.2","-888888888.0","(X)","(X)",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","2354","140","41050","9779","58.2","7.5","41425","16985","4.4","3.5","35403","1528","0.0","1.4","-","-222222222","31.4","7.3","47137","12521","0.0","1.4","-","-222222222","5.0","3.8","39263","23623","1.1","1.4","27031","67016","10.6","5.7","38654","20971","52.5","7.0","41900","14644","4.9","3.2","47059","37234","37.6","7.4","39904","13521","38.1","7.3","46471","13610","19.4","5.9","22940","11817","1676","201","50833","11705","41.5","8.6","49821","13933","58.5","8.6","51000","16386","70.9","8.5","50083","11950","19.0","8.0","45885","31185","10.0","6.3","59015","16413","678","183","23915","5639","50.3","17.1","22232","4913","49.0","16.8","22500","4434","1.3","2.1","-","-222222222","49.7","17.1","30079","10543","45.0","18.3","26445","12271","4.7","7.9","-","-222222222","29.9","-888888888.0","(X)","-888888888","29.7","-888888888.0","(X)","(X)","28.9","-888888888.0","(X)","(X)",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","1986","152","56586","9688","66.6","8.5","53244","14555","3.6","2.7","35333","35829","0.0","1.6","-","-222222222","15.7","4.8","62857","46259","0.0","1.6","-","-222222222","14.0","7.3","61078","5059","0.0","1.6","-","-222222222","25.9","7.5","60330","15121","56.6","8.3","53661","13746","0.0","1.6","-","-222222222","42.8","9.6","49500","25760","43.5","9.5","61612","14360","13.7","5.8","51467","16868","1487","195","56895","10792","48.2","11.4","55386","26925","51.8","11.4","62134","21439","64.1","9.9","61921","14383","33.5","10.0","42670","25855","2.4","2.7","2,500-","***","499","166","51743","19698","43.3","16.9","38667","11814","35.3","15.3","33194","7400","8.0","8.5","52174","131889","56.7","16.9","63359","30385","45.7","17.7","61278","11778","11.0","13.8","121809","30400","25.2","-888888888.0","(X)","-888888888","28.6","-888888888.0","(X)","(X)","15.0","-888888888.0","(X)","(X)",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","2115","165","50513","14651","44.3","6.8","41823","16920","11.8","4.6","55560","27086","0.0","1.5","-","-222222222","30.2","7.6","55190","23274","0.0","1.5","-","-222222222","12.4","6.2","76336","62406","1.2","1.9","-","-222222222","19.3","6.9","76164","64804","37.4","7.0","41927","14908","5.9","5.2","12542","16697","47.6","6.8","52143","21088","34.7","7.4","63235","17238","11.8","5.3","40179","13349","1725","178","62379","19156","50.1","9.1","77708","30373","49.9","9.1","55819","22176","59.9","9.1","83579","4677","36.3","9.5","40700","32450","3.8","3.6","40402","28089","390","141","25645","11960","49.2","18.9","27016","10373","35.1","18.7","30938","23860","14.1","14.0","26411","28886","50.8","18.9","20800","18428","39.7","19.3","21750","21665","11.0","13.4","9234","160373","31.2","-888888888.0","(X)","-888888888","34.5","-888888888.0","(X)","(X)","14.4","-888888888.0","(X)","(X)",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2043","138","42725","9499","45.4","7.5","61389","15975","15.9","5.5","24568","9563","0.3","0.6","2,500-","-333333333","21.2","5.2","36510","8930","0.0","1.6","-","-222222222","15.2","6.7","51250","32187","2.0","2.4","29830","139393","26.1","6.8","61000","11825","31.8","7.0","49491","28627","4.8","4.6","72845","78737","44.2","8.5","37247","11246","43.7","8.1","47963","12712","7.3","3.0","39435","40849","1482","174","41667","9444","47.5","10.6","35500","4619","52.5","10.6","54181","9707","71.5","8.3","44754","14032","16.2","8.7","35366","17538","12.3","7.2","82569","86162","561","152","29267","11124","39.0","15.5","40893","22980","31.2","13.8","35156","17555","7.8","6.7","70000","39349","61.0","15.5","28467","6830","52.0","16.6","27656","7300","8.9","9.1","136296","44946","33.8","-888888888.0","(X)","-888888888","36.0","-888888888.0","(X)","(X)","28.2","-888888888.0","(X)","(X)",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1449","99","46739","5497","54.5","10.0","38945","7295","15.2","6.6","68587","40165","0.0","2.2","-","-222222222","19.1","5.8","51534","16381","0.0","2.2","-","-222222222","7.1","5.4","48170","4060","4.1","3.3","18929","24897","13.5","4.5","45644","24509","50.4","9.8","39432","9886","3.5","3.5","67845","88560","29.1","9.0","49643","13655","39.1","10.3","51209","4442","28.3","8.5","35294","22561","873","139","50649","6949","48.5","13.9","50847","5304","51.5","13.9","50357","24603","72.3","11.0","59750","14006","19.6","9.6","21420","20959","8.1","6.4","17113","45630","576","142","34519","10696","55.0","14.3","23015","22731","46.0","16.0","19093","7275","9.0","13.4","-","-222222222","45.0","14.3","47443","16611","27.4","14.9","45909","22058","17.5","12.6","67802","37893","34.3","-888888888.0","(X)","-888888888","34.8","-888888888.0","(X)","(X)","33.5","-888888888.0","(X)","(X)",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","2210","150","37434","9492","58.5","6.7","41741","8606","23.7","5.5","18583","12112","0.8","1.2","-","-222222222","10.1","4.7","58214","69122","0.0","1.5","-","-222222222","5.6","3.7","69500","73966","1.3","1.5","25592","23019","16.2","5.4","37465","10848","50.7","6.9","43598","12784","6.5","3.5","8565","16991","41.3","6.5","27382","18275","38.1","6.2","53571","20527","14.1","3.8","36964","24884","763","148","68405","29217","36.6","13.5","30724","27508","63.4","13.5","103258","15794","73.8","12.9","80573","44067","11.0","8.4","68125","58239","15.2","9.9","36875","113941","1447","185","26888","11765","54.9","7.1","22383","10802","51.9","6.7","20664","7928","3.0","3.8","160781","115710","45.1","7.1","34861","16211","39.5","7.7","33819","16609","5.6","4.4","39205","152454","18.5","-888888888.0","(X)","-888888888","24.8","-888888888.0","(X)","(X)","15.2","-888888888.0","(X)","(X)",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","2005","105","30794","9704","56.2","7.4","46857","14270","22.2","8.0","14777","9858","1.1","1.4","80536","94951","15.1","4.5","30481","58671","0.0","1.6","-","-222222222","3.4","3.7","22179","38455","2.0","2.4","41971","100259","6.6","4.2","30625","23216","51.7","7.1","48750","12913","11.8","5.3","26900","12442","45.9","7.1","22396","12943","33.5","5.5","41106","27621","8.9","2.8","46500","24748","570","169","58214","18507","45.6","17.1","40571","31259","54.4","17.1","79167","38491","85.1","9.9","53194","30591","6.1","6.7","120197","226674","8.8","7.5","60556","15256","1435","175","26229","4125","57.1","10.4","21000","6118","53.2","10.4","20000","7169","3.9","4.3","26071","1646","42.9","10.4","42193","18964","35.9","9.7","40143","15028","7.0","4.5","93194","38816","15.3","-888888888.0","(X)","-888888888","13.9","-888888888.0","(X)","(X)","15.9","-888888888.0","(X)","(X)",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1152","109","23929","6668","59.9","10.8","25969","5568","28.1","10.4","17450","1523","0.0","2.8","-","-222222222","11.2","5.7","37009","6952","0.0","2.8","-","-222222222","0.8","1.3","-","-222222222","0.0","2.8","-","-222222222","10.9","8.9","35972","23994","49.8","11.4","22406","11322","21.8","7.6","9844","13359","37.5","9.5","27469","19627","30.1","10.8","30859","18829","10.6","3.8","24038","19567","300","107","17265","31862","54.7","17.7","16376","232","45.3","17.7","80972","25719","95.3","9.0","17148","19729","4.7","9.0","-","**","0.0","10.3","-","**","852","146","25054","6010","52.9","15.4","22476","7931","50.7","15.7","22028","6421","2.2","2.9","39083","16169","47.1","15.4","25791","15000","47.1","15.4","25791","15000","0.0","3.7","-","-222222222","9.3","-888888888.0","(X)","-888888888","15.3","-888888888.0","(X)","(X)","7.2","-888888888.0","(X)","(X)",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1176","126","24892","15918","60.5","13.0","34500","6745","20.1","10.7","14792","42702","0.0","2.7","-","-222222222","14.1","11.7","18750","27260","0.0","2.7","-","-222222222","5.3","4.5","4848","34198","0.0","2.7","-","-222222222","10.3","8.8","63295","113542","51.2","11.1","32578","8421","21.8","9.2","3333","8235","32.2","9.9","35772","24626","33.0","14.7","32850","17474","13.0","9.6","35341","36609","368","115","34375","17497","41.8","27.8","75565","95605","58.2","27.8","24548","19810","63.3","29.7","32617","64493","13.3","17.7","75524","127488","23.4","25.7","35678","43520","808","138","20893","17314","45.3","13.9","10429","5331","29.2","11.4","28125","29366","16.1","10.4","2,500-","-333333333","54.7","13.9","32422","10871","46.4","14.1","30508","18968","8.3","11.4","53477","8799","19.8","-888888888.0","(X)","-888888888","19.0","-888888888.0","(X)","(X)","20.2","-888888888.0","(X)","(X)",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","2595","164","61175","11546","75.7","6.4","67588","15950","11.3","5.3","43516","19032","0.0","1.2","-","-222222222","4.5","2.8","118713","56384","0.0","1.2","-","-222222222","6.2","3.6","88750","96470","2.4","2.4","12460","79078","7.7","3.9","89830","57039","73.8","6.5","64257","15265","6.2","3.7","32668","10148","46.4","6.7","62313","17059","34.3","4.7","61875","36098","13.1","3.6","72036","20082","1142","214","78125","17096","43.4","10.5","115278","46303","56.6","10.5","60536","23131","71.9","11.0","87670","16185","15.9","9.8","54947","45398","12.2","8.4","42839","11739","1453","222","45483","10562","51.3","9.4","45739","14687","34.5","10.0","42545","16118","16.9","7.7","56875","6423","48.7","9.4","44250","39773","26.6","8.7","33994","6359","22.0","8.7","91500","18659","19.8","-888888888.0","(X)","-888888888","21.6","-888888888.0","(X)","(X)","18.4","-888888888.0","(X)","(X)",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1347","116","34960","10202","70.5","6.1","36906","12739","7.3","5.0","33654","43169","0.4","0.8","-","-222222222","10.5","4.6","30347","43649","0.0","2.4","-","-222222222","9.7","4.4","43867","23667","1.6","1.9","28333","61193","22.2","7.8","44223","22920","58.4","8.3","36563","11656","2.9","3.8","43477","9790","44.9","8.5","47768","18643","28.1","8.3","30526","19263","24.1","6.2","13068","8303","429","98","63177","20173","53.4","12.8","44291","25390","46.6","12.8","90714","42183","70.9","14.8","67222","67673","29.1","14.8","26382","23946","0.0","7.3","-","**","918","128","27317","10149","37.4","10.6","22917","21869","33.9","9.9","21208","18936","3.5","3.4","133864","116059","62.6","10.6","27470","12439","45.8","11.5","20294","9320","16.9","7.9","45844","22516","26.2","-888888888.0","(X)","-888888888","24.5","-888888888.0","(X)","(X)","27.0","-888888888.0","(X)","(X)",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1368","76","50000","5563","68.1","8.7","50484","9121","10.2","5.0","14524","30537","1.9","3.0","-","-222222222","7.9","5.7","53182","39467","0.0","2.3","-","-222222222","7.7","4.7","94000","44615","4.1","3.4","45395","58741","13.4","5.2","56736","34335","63.0","8.2","50860","4766","3.9","4.1","38810","99664","44.6","8.2","55536","13502","35.5","6.4","51020","24871","16.0","4.5","16719","15264","552","100","80000","40227","43.3","11.6","120662","25717","56.7","11.6","51250","30146","67.9","13.3","111442","39753","21.9","12.6","28506","15807","10.1","8.3","94000","63646","816","116","38214","15084","49.0","9.8","45000","20221","42.4","10.0","35652","19597","6.6","6.0","68295","21976","51.0","9.8","36389","18589","40.9","9.5","23152","9824","10.0","7.1","57250","46509","18.1","-888888888.0","(X)","-888888888","26.1","-888888888.0","(X)","(X)","12.6","-888888888.0","(X)","(X)",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","2866","185","61341","6200","72.6","6.7","65263","14335","6.2","3.2","101827","27020","0.0","1.1","-","-222222222","8.7","5.1","22697","25710","0.0","1.1","-","-222222222","11.1","5.2","14931","6001","1.4","1.6","72321","37002","22.1","5.1","32232","19697","60.2","6.1","66842","16773","7.4","4.3","15679","17033","47.6","5.9","70833","14841","35.1","5.3","64659","26842","9.9","2.9","41250","39514","1340","219","74875","23960","44.0","9.0","47013","80075","56.0","9.0","79196","26629","72.8","11.3","105147","15883","21.2","9.6","20000","10824","6.0","6.3","16923","119520","1526","172","55507","7458","41.3","7.5","45769","18880","31.1","7.2","45481","22879","10.2","5.3","52768","34743","58.7","7.5","60932","7378","37.9","8.2","51083","10647","20.8","7.2","74792","35701","23.6","-888888888.0","(X)","-888888888","24.3","-888888888.0","(X)","(X)","22.1","-888888888.0","(X)","(X)",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","2019","159","31721","8553","60.7","6.5","41884","6747","22.6","6.2","20087","6178","0.0","1.6","-","-222222222","11.6","4.5","41477","30714","0.0","1.6","-","-222222222","3.7","4.0","17656","2048","1.3","1.5","9531","151899","12.2","5.1","35809","25830","51.7","7.1","42003","6498","4.9","4.0","19038","37274","37.2","7.3","45250","13345","38.9","6.5","26882","7088","19.0","5.0","14688","24587","637","150","41741","18628","47.4","14.1","17214","39024","52.6","14.1","70547","63081","60.3","12.9","59167","54828","31.6","13.2","23583","8843","8.2","7.8","12031","220580","1382","204","27087","8130","44.9","9.1","25472","8018","40.2","8.6","22692","9188","4.7","3.6","93250","50502","55.1","9.1","32083","13486","50.4","9.3","26982","11861","4.6","4.0","81691","10498","15.8","-888888888.0","(X)","-888888888","21.4","-888888888.0","(X)","(X)","13.2","-888888888.0","(X)","(X)",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1354","150","27927","9754","53.0","11.4","39573","10919","38.1","11.2","18125","3632","0.0","2.4","-","-222222222","7.3","5.6","30074","26638","0.0","2.4","-","-222222222","1.0","1.7","-","-222222222","0.6","1.3","-","-222222222","6.0","6.8","51223","23351","48.0","11.6","38958","3717","7.4","6.3","20463","7821","58.6","8.8","38083","9051","29.6","6.9","20433","1851","4.4","3.3","11458","25795","379","123","27863","12812","39.3","15.0","19487","2329","60.7","15.0","40368","18660","61.7","19.7","30476","16001","33.0","17.8","18613","6052","5.3","9.7","96471","53715","975","180","27966","11930","36.4","11.5","21603","12800","34.3","11.3","22174","16361","2.2","3.4","-","-222222222","63.6","11.5","28775","19824","56.8","12.1","26739","15122","6.8","6.5","93750","15118","12.0","-888888888.0","(X)","-888888888","23.2","-888888888.0","(X)","(X)","7.6","-888888888.0","(X)","(X)",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1935","129","40131","6528","52.9","8.8","36071","13335","25.9","7.3","39327","16357","0.0","1.7","-","-222222222","18.3","8.1","42438","5868","0.0","1.7","-","-222222222","2.0","2.4","23125","5537","0.8","1.0","91875","26994","3.4","3.0","24712","14970","50.9","8.7","36357","15724","10.2","3.9","36750","15500","42.3","7.3","41688","4908","32.4","6.6","56250","48949","15.1","4.2","32461","20251","520","142","61310","20238","26.2","10.9","26768","13342","73.8","10.9","68824","16194","64.6","16.2","78250","13537","19.2","10.4","30972","25268","16.2","15.2","26438","4214","1415","157","36723","6049","53.2","10.1","35928","6566","41.3","9.1","34648","7447","11.9","7.1","56368","14253","46.8","10.1","40200","10323","43.7","10.6","40283","10515","3.0","2.7","34375","70180","17.5","-888888888.0","(X)","-888888888","17.7","-888888888.0","(X)","(X)","17.4","-888888888.0","(X)","(X)",
